"Qubit","T1 (us)","T2 (us)","Frequency (GHz)","Anharmonicity (GHz)","Readout assignment error ","Prob meas0 prep1 ","Prob meas1 prep0 ","Readout length (ns)","ID error ","Z-axis rotation (rz) error ","√x (sx) error ","Pauli-X error ","ECR error ","Gate time (ns)","Operational"
"76","84.76138361013703","24.39569107471854","4.837397958602822","-0.30948286299394656","0.011800000000000033","0.015","0.008600000000000052","1300","0.0013147436171372943","0","0.0013147436171372943","0.0013147436171372943","76_75:0.008086526331234634","76_75:660","true"
"77","218.202401695075","63.56162038117985","5.041931572803447","-0.30723078653018854","0.02949999999999997","0.015199999999999991","0.0438","1300","0.00021175800708113693","0","0.00021175800708113693","0.00021175800708113693","77_76:0.010454332484857692;77_78:0.007571649357087429;77_71:0.005664594739611256","77_76:660;77_78:780;77_71:660","true"
"78","160.96269905149128","187.82329382187478","4.643455107356276","-0.31230747337772335","0.008199999999999985","0.009600000000000053","0.0068","1300","0.00024087078557979885","0","0.00024087078557979885","0.00024087078557979885","","","true"
"79","211.25015358951796","69.33674691896582","4.863164547907876","-0.3092713261857367","0.011499999999999955","0.0126","0.010399999999999965","1300","0.00022150579348273157","0","0.00022150579348273157","0.00022150579348273157","79_78:0.0073199726783727825;79_80:0.008640256116446282","79_78:660;79_80:660","true"
"80","180.5250834692537","176.60595589634457","5.031462467068204","-0.3072198090686745","0.023399999999999976","0.025399999999999978","0.0214","1300","0.0003188250231415161","0","0.0003188250231415161","0.0003188250231415161","80_81:0.013702201895228666","80_81:660","true"
"81","232.05063585292353","215.028763407356","4.930445697593661","-0.30841914125984865","0.10666666666666669","0.09999999999999998","0.11333333333333333","1300","0.00035200147585520415","0","0.00035200147585520415","0.00035200147585520415","81_82:0.01077183404301918;81_72:0.04096007933336529","81_82:660;81_72:660","true"
"82","215.8438025881122","187.9075126411799","4.893605875039818","-0.30897996872816896","0.019399999999999973","0.0186","0.020199999999999996","1300","0.00019756150358773","0","0.00019756150358773","0.00019756150358773","82_83:0.005314382988014649","82_83:660","true"
"83","251.64325660630317","47.20929340321658","4.790688923010211","-0.31061744032224003","0.012499999999999956","0.0138","0.011199999999999988","1300","0.0002481500483931946","0","0.0002481500483931946","0.0002481500483931946","83_92:0.006453849950386309","83_92:660","true"
"84","279.93063131344593","140.74462241929703","4.679690940362013","-0.31137294267603616","0.10166666666666668","0.06666666666666667","0.13666666666666671","1300","0.00013671981602826345","0","0.00013671981602826345","0.00013671981602826345","84_83:0.005974279454167897","84_83:660","true"
"85","262.5705605813665","192.52670597677013","5.104778792840738","-0.3061413803895981","0.09166666666666656","0.06999999999999995","0.11333333333333333","1300","0.00018466190426974128","0","0.00018466190426974128","0.00018466190426974128","85_73:0.005927044571596568;85_84:0.10151635283715237;85_86:0.00648617312956154","85_73:660;85_84:660;85_86:660","true"
"86","187.10110088068194","114.91379440933403","4.89881423714405","-0.3083187869423004","0.04200000000000004","0.04359999999999997","0.0404","1300","0.00040689702660856353","0","0.00040689702660856353","0.00040689702660856353","86_87:0.009067540166641436","86_87:660","true"
"87","175.6513613654336","187.850618921215","4.992090074028605","-0.307423102897223","0.019000000000000017","0.0248","0.01319999999999999","1300","0.001062023165894818","0","0.001062023165894818","0.001062023165894818","87_88:0.017197385728519282","87_88:660","true"
"88","182.94373746066512","106.27925686817856","5.09937675419546","-0.3058997453558384","0.007600000000000051","0.008399999999999963","0.0068","1300","0.0006382587129762935","0","0.0006382587129762935","0.0006382587129762935","88_89:0.010686042561148995","88_89:660","true"
"89","255.1483329671802","177.1018540063265","4.956490825555376","-0.3077261951848229","0.012499999999999956","0.0144","0.010600000000000054","1300","0.00041447171208852494","0","0.00041447171208852494","0.00041447171208852494","","","true"
"90","221.32709298486864","58.78794993158995","4.905589360978312","-0.307867793738734","0.006900000000000017","0.0076","0.006199999999999983","1300","0.00017254076141316136","0","0.00017254076141316136","0.00017254076141316136","","","true"
